Opponent/Game	Category	Start	Click	End	XY	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player	Descriptor
Turkey	Shot Canada	44:39	44:44	44:52	Malmo 2026	Emma	5	Opponent Save	2	Player 10	
Turkey	Shot Opponent	44:50	44:55	45:00	Malmo 2026	Player 10	2	Canada Save	4	Emma	
Turkey	Shot Canada	44:54	44:59	45:05	Malmo 2026	Meghan	3	Opponent Save	2.5	Player 4	
Turkey	Shot Opponent	45:00	45:05	45:11	Malmo 2026	Player 2	3	Canada Ball Control Save	3	Meghan	
Turkey	Shot Canada	45:07	45:12	45:18	Malmo 2026	Emma	4	Opponent Save	1.5	Player 10	
Turkey	Shot Opponent	45:14	45:19	45:30	Malmo 2026	Player 10	2	Canada Save	1.5	Amy	
Turkey	Shot Canada	45:26	45:31	45:43	Malmo 2026	Meghan	1	Opponent Save	4	Player 2	
Turkey	Shot Opponent	45:38	45:43	45:49	Malmo 2026	Player 2	5	Opponent Out	6		
Turkey	Shot Canada	45:46	45:51	46:06	Malmo 2026	Emma	4	Opponent Save	2	Player 4	
Turkey	Shot Opponent	46:02	46:07	46:19	Malmo 2026	Player 10	1	Canada Ball Control Save	4.5	Emma	
Turkey	Shot Canada	46:15	46:20	46:26	Malmo 2026	Emma	5	Opponent Save	1	Player 10	
Turkey	Shot Opponent	46:24	46:29	46:38	Malmo 2026	Player 2	1	Canada Ball Control Save	2	Meghan	
Turkey	Shot Canada	46:34	46:39	46:48	Malmo 2026	Meghan	3	Opponent Save	1.5	Player 10	
Turkey	Shot Opponent	46:43	46:48	46:56	Malmo 2026	Player 10	1	Canada Save	4.5	Emma	
Turkey	Shot Canada	46:57	47:02	47:10	Malmo 2026	Emma	4	Opponent Save	3	Player 4	
Turkey	Shot Opponent	47:06	47:11	47:17	Malmo 2026	Player 2	4	Canada Ball Control Save	2.5	Meghan	
Turkey	Shot Canada	47:13	47:18	47:25	Malmo 2026	Emma	3	Canada Out	0		
Turkey	Shot Opponent	48:14	48:19	48:32	Malmo 2026	Player 10	3	Canada Save	2.5	Meghan	
Turkey	Shot Canada	48:27	48:32	48:40	Malmo 2026	Emma	2	Opponent Save	3.5	Player 4	
Turkey	Shot Opponent	48:35	48:40	48:45	Malmo 2026	Player 2	3	Canada Ball Control Save	3	Meghan	
Turkey	Shot Canada	48:41	48:46	48:52	Malmo 2026	Emma	4	Canada Out	0		
Turkey	Shot Opponent	48:50	48:55	49:07	Malmo 2026	Player 10	1	Canada Save	4	Emma	
Turkey	T-END	50:35	50:35	50:35	Malmo 2026						
