Game	Category	Start	Click	End	Tournament	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player
USA vs Britain	Shot USA	32:29	32:34	32:45	Malmo G1 2026	USA - Player 5	1	Save	4	Britain - Player 1
USA vs Britain	Shot Britain	32:48	32:53	33:01	Malmo G1 2026	Britain - Player 8	1	Save	3.5	USA - Player 5
USA vs Britain	Shot USA	32:57	33:02	33:09	Malmo G1 2026	USA - Player 7	4	0		
USA vs Britain	Shot Britain	33:11	33:16	33:28	Malmo G1 2026	Britain - Player 1	5	Save	2	USA - Player 5
USA vs Britain	Shot USA	33:24	33:29	33:34	Malmo G1 2026	USA - Player 4	2	Save	2	Britain - Player 8
USA vs Britain	Shot Britain	33:29	33:34	33:39	Malmo G1 2026	Britain - Player 4	3	0		
USA vs Britain	Shot USA	33:36	33:41	33:53	Malmo G1 2026	USA - Player 7	2	Save	2.5	Britain - Player 4
USA vs Britain	Shot USA	33:50	33:55	34:06	Malmo G1 2026	USA - Player 4	2	0		
USA vs Britain	Shot Britain	34:05	34:10	34:18	Malmo G1 2026	Britain - Player 8	1	6		
USA vs Britain	Shot USA	34:55	35:00	35:09	Malmo G1 2026	USA - Player 7	5	0		
USA vs Britain	Shot Britain	35:07	35:12	35:22	Malmo G1 2026	Britain - Player 8	4	Save	1	USA - Player 1
USA vs Britain	Shot USA	35:18	35:23	35:29	Malmo G1 2026	USA - Player 1	2	Save	5	Britain - Player 1
USA vs Britain	Shot Britain	35:24	35:29	35:36	Malmo G1 2026	Britain - Player 1	5	0		
USA vs Britain	Shot USA	35:39	35:44	35:50	Malmo G1 2026	USA - Player 1	2	Save	4	Britain - Player 4
USA vs Britain	Shot Britain	35:45	35:50	35:58	Malmo G1 2026	Britain - Player 8	2	Save	5	USA - Player 7
USA vs Britain	Shot USA	35:55	36:00	36:13	Malmo G1 2026	USA - Player 7	2	Save	4	Britain - Player 4
USA vs Britain	Shot Britain	36:09	36:14	36:22	Malmo G1 2026	Britain - Player 1	5	Save	1	USA - Player 1
USA vs Britain	Shot USA	36:18	36:23	36:33	Malmo G1 2026	USA - Player 1	2	6		
USA vs Britain	Shot Britain	36:29	36:34	36:47	Malmo G1 2026	Britain - Player 8	1	0		
USA vs Britain	Shot USA	36:43	36:48	37:03	Malmo G1 2026	USA - Player 1	4	Save	1	Britain - Player 8
USA vs Britain	Shot Britain	36:59	37:04	37:09	Malmo G1 2026	Britain - Player 8	1	Save	3	USA - Player 5
USA vs Britain	Shot USA	37:03	37:08	37:13	Malmo G1 2026	USA - Player 5	1	Long Ball		
USA vs Britain	Penalty Shot Britain	37:34	37:39	37:54	Malmo G1 2026	Britain - Player 8	1	Save	3.5	USA - Player 5
USA vs Britain	Shot USA	37:51	37:56	38:05	Malmo G1 2026	USA - Player 7	3	Save	5	Britain - Player 1
USA vs Britain	Shot Britain	38:04	38:09	38:21	Malmo G1 2026	Britain - Player 1	5	Save	1.5	USA - Player 1
USA vs Britain	Shot USA	38:16	38:21	38:27	Malmo G1 2026	USA - Player 1	1	Save	5	Britain - Player 1
USA vs Britain	Shot Britain	38:30	38:35	38:45	Malmo G1 2026	Britain - Player 8	4	Save	1	USA - Player 1
USA vs Britain	Shot USA	38:48	38:53	38:58	Malmo G1 2026	USA - Player 7	1	High Ball		
USA vs Britain	Penalty Shot Britain	39:07	39:12	39:25	Malmo G1 2026	Britain - Player 8	1	Goal	1	USA - Player 7
USA vs Britain	Shot USA	39:37	39:42	39:54	Malmo G1 2026	USA - Player 1	3	Save	4	Britain - Player 4
USA vs Britain	Shot Britain	39:50	39:55	40:02	Malmo G1 2026	Britain - Player 1	5	Save	2	USA - Player 5
USA vs Britain	Shot USA	40:44	40:49	40:59	Malmo G1 2026	USA - Player 5	5	Save	3	Britain - Player 4
USA vs Britain	Shot Britain	40:54	40:59	41:06	Malmo G1 2026	Britain - Player 1	5	Save	1	USA - Player 1
USA vs Britain	Shot USA	41:01	41:06	41:14	Malmo G1 2026	USA - Player 1	4	Save	3	Britain - Player 4
USA vs Britain	Shot Britain	41:09	41:14	41:23	Malmo G1 2026	Britain - Player 8	4	Save	1	USA - Player 1
USA vs Britain	Shot USA	41:23	41:28	41:39	Malmo G1 2026	USA - Player 7	2	Save	4.5	Britain - Player 1
USA vs Britain	Shot Britain	41:35	41:40	41:48	Malmo G1 2026	Britain - Player 1	6	Save	2	USA - Player 5
USA vs Britain	Shot USA	41:44	41:49	41:58	Malmo G1 2026	USA - Player 5	2	Save	2	Britain - Player 8
USA vs Britain	Shot Britain	42:31	42:36	42:41	Malmo G1 2026	Britain - Player 6	2	Save	1.5	USA - Player 1
USA vs Britain	Shot USA	42:36	42:41	42:59	Malmo G1 2026	USA - Player 1	2	Save	3	Britain - Player 4
USA vs Britain	Shot Britain	42:57	43:02	43:14	Malmo G1 2026	Britain - Player 6	5	Save	5	USA - Player 7
USA vs Britain	Shot USA	43:09	43:14	43:23	Malmo G1 2026	USA - Player 7	4	Save	1.5	Britain - Player 6
USA vs Britain	Shot Britain	43:19	43:24	43:29	Malmo G1 2026	Britain - Player 6	2	Save	2	USA - Player 1
USA vs Britain	Shot USA	43:24	43:29	43:38	Malmo G1 2026	USA - Player 1	4	Save	2	Britain - Player 6
USA vs Britain	Shot Britain	43:33	43:38	43:44	Malmo G1 2026	Britain - Player 1	5	Save	1.5	USA - Player 1
USA vs Britain	Shot USA	43:40	43:45	43:56	Malmo G1 2026	USA - Player 7	2	Save	4	Britain - Player 4
USA vs Britain	Shot Britain	43:52	43:57	44:02	Malmo G1 2026	Britain - Player 6	2	Save	3	USA - Player 5
USA vs Britain	Shot USA	43:56	44:01	44:13	Malmo G1 2026	USA - Player 5	3	Goal	3.5	Britain - Player 4
USA vs Britain	Shot Britain	45:26	45:31	45:37	Malmo G1 2026	Britain - Player 6	4	Save	1.5	USA - Player 1
USA vs Britain	Shot USA	45:32	45:37	45:46	Malmo G1 2026	USA - Player 1	3	Save	4	Britain - Player 4
USA vs Britain	Shot Britain	45:41	45:46	45:54	Malmo G1 2026	Britain - Player 1	5	Save	1.5	USA - Player 1
USA vs Britain	Shot USA	45:50	45:55	46:02	Malmo G1 2026	USA - Player 7	4	0		
USA vs Britain	Shot Britain	46:52	46:57	47:02	Malmo G1 2026	Britain - Player 6	5	High Ball		
USA vs Britain	Penalty Shot USA	47:18	47:23	47:31	Malmo G1 2026	USA - Player 5	3	Save	5	Britain - Player 6
USA vs Britain	Shot Britain	47:30	47:35	47:50	Malmo G1 2026	Britain - Player 6	2	Save	3.5	USA - Player 5
USA vs Britain	T-END				Malmo G1 2026					
