Game	Category	Start	Click	End	Tournament	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player
Canada vs FIFH	@@@P1				Malmo G1 2026					
Canada vs FIFH	T-START				Malmo G1 2026					
Canada vs FIFH	Shot FIFH	00:23	00:28	00:37	Malmo G1 2026	FIFH - Player 8	5	Ball Control Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	00:32	00:37	00:46	Malmo G1 2026	Canada - Emma	5	Save	1	FIFH - Player 1
Canada vs FIFH	Shot FIFH	00:41	00:46	00:56	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	4	Canada - Meghan
Canada vs FIFH	Shot Canada	00:52	00:57	01:10	Malmo G1 2026	Canada - Emma	5	Save	5	FIFH - Player 8
Canada vs FIFH	Shot FIFH	01:07	01:12	01:24	Malmo G1 2026	FIFH - Player 8	4	Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	01:19	01:24	01:38	Malmo G1 2026	Canada - Amy	1	Save	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	01:35	01:40	01:52	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	2	Canada - Meghan
Canada vs FIFH	Shot Canada	01:47	01:52	02:04	Malmo G1 2026	Canada - Amy	2	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	01:59	02:04	02:13	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	1.5	Canada - Amy
Canada vs FIFH	Shot Canada	02:08	02:13	02:20	Malmo G1 2026	Canada - Amy	2	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	02:20	02:25	02:33	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	1	Canada - Amy
Canada vs FIFH	Shot Canada	02:29	02:34	02:53	Malmo G1 2026	Canada - Emma	4	Save	2.5	FIFH - Player 3
Canada vs FIFH	Shot FIFH	02:50	02:55	03:00	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	4.5	Canada - Emma
Canada vs FIFH	Shot Canada	02:56	03:01	03:08	Malmo G1 2026	Canada - Emma	5	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	03:03	03:08	03:18	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	3.5	Canada - Meghan
Canada vs FIFH	Shot Canada	03:13	03:18	03:24	Malmo G1 2026	Canada - Meghan	2	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	03:20	03:25	03:35	Malmo G1 2026	FIFH - Player 8	5	Save	2	Canada - Amy
Canada vs FIFH	Shot Canada	03:30	03:35	03:47	Malmo G1 2026	Canada - Amy	1	Save	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	03:48	03:53	04:00	Malmo G1 2026	FIFH - Player 1	2	Save	2.5	Canada - Meghan
Canada vs FIFH	Shot Canada	04:00	04:05	04:13	Malmo G1 2026	Canada - Amy	3	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	04:17	04:22	04:29	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	3	Canada - Meghan
Canada vs FIFH	Shot Canada	04:25	04:30	04:35	Malmo G1 2026	Canada - Emma	4	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	04:31	04:36	04:44	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	4.5	Canada - Emma
Canada vs FIFH	Shot Canada	04:40	04:45	04:54	Malmo G1 2026	Canada - Emma	4	Save	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	04:54	04:59	05:16	Malmo G1 2026	FIFH - Player 8	5	Ball Control Save	1	Canada - Amy
Canada vs FIFH	Shot Canada	05:11	05:16	05:25	Malmo G1 2026	Canada - Amy	2	Save	1	FIFH - Player 1
Canada vs FIFH	Shot FIFH	05:20	05:25	05:33	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	2	Canada - Meghan
Canada vs FIFH	Shot Canada	05:29	05:34	05:43	Malmo G1 2026	Canada - Meghan	3	Save	1	FIFH - Player 8
Canada vs FIFH	Shot FIFH	05:38	05:43	05:48	Malmo G1 2026	FIFH - Player 8	5	Ball Control Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	05:43	05:48	05:58	Malmo G1 2026	Canada - Emma	2	Save	2	FIFH - Player 8
Canada vs FIFH	Shot FIFH	05:53	05:58	06:06	Malmo G1 2026	FIFH - Player 8	5	Ball Control Save	5	Canada - Emma
Canada vs FIFH	Shot Canada	06:02	06:07	06:19	Malmo G1 2026	Canada - Amy	4	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	06:19	06:24	06:35	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	1	Canada - Amy
Canada vs FIFH	Shot Canada	06:31	06:36	06:43	Malmo G1 2026	Canada - Amy	1	Save	2	FIFH - Player 3
Canada vs FIFH	Shot FIFH	06:39	06:44	06:49	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	3	Canada - Meghan
Canada vs FIFH	Shot Canada	06:44	06:49	06:59	Malmo G1 2026	Canada - Emma	5	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	06:55	07:00	07:07	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	5	Canada - Emma
Canada vs FIFH	Shot Canada	07:03	07:08	07:15	Malmo G1 2026	Canada - Amy	3	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	07:10	07:15	07:23	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	3.5	Canada - Meghan
Canada vs FIFH	Shot Canada	07:19	07:24	07:32	Malmo G1 2026	Canada - Meghan	3	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	07:51	07:56	08:04	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	5	Canada - Emma
Canada vs FIFH	Shot Canada	08:00	08:05	08:16	Malmo G1 2026	Canada - Emma	4	Save	2	FIFH - Player 8
Canada vs FIFH	Shot FIFH	08:12	08:17	08:29	Malmo G1 2026	FIFH - Player 8	5	Ball Control Save	2.5	Canada - Meghan
Canada vs FIFH	Shot Canada	08:25	08:30	08:38	Malmo G1 2026	Canada - Amy	1	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	08:33	08:38	08:45	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	5	Canada - Emma
Canada vs FIFH	Shot Canada	08:40	08:45	08:57	Malmo G1 2026	Canada - Emma	5	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	08:53	08:58	09:06	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	2	Canada - Amy
Canada vs FIFH	Shot Canada	09:02	09:07	09:19	Malmo G1 2026	Canada - Amy	1	Goal	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	09:28	09:33	09:43	Malmo G1 2026	FIFH - Player 8	4	Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	09:39	09:44	09:54	Malmo G1 2026	Canada - Emma	4	Save	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	09:50	09:55	10:07	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	10:02	10:07	10:16	Malmo G1 2026	Canada - Amy	2	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	10:12	10:17	10:24	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	1	Canada - Amy
Canada vs FIFH	Shot Canada	10:20	10:25	10:38	Malmo G1 2026	Canada - Amy	1	Goal	2	FIFH - Player 3
Canada vs FIFH	Shot FIFH	10:39	10:44	10:54	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	10:49	10:54	11:06	Malmo G1 2026	Canada - Emma	4	Save	4.5	FIFH - Player 8
Canada vs FIFH	Shot Canada	11:12	11:17	11:26	Malmo G1 2026	Canada - Amy	1	Save	4	FIFH - Player 3
Canada vs FIFH	Shot FIFH	11:24	11:29	11:39	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	1.5	Canada - Amy
Canada vs FIFH	Shot Canada	11:35	11:40	11:53	Malmo G1 2026	Canada - Emma	2	Save	3.5	FIFH - Player 3
Canada vs FIFH	Shot FIFH	12:40	12:45	12:55	Malmo G1 2026	FIFH - Player 8	2	Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	12:51	12:56	13:03	Malmo G1 2026	Canada - Meghan	1	Out	6	
Canada vs FIFH	Shot FIFH	13:11	13:16	13:22	Malmo G1 2026	FIFH - Player 1	3	Out	0	
Canada vs FIFH	Shot Canada	13:18	13:23	13:33	Malmo G1 2026	Canada - Amy	1	Save	3	FIFH - Player 1
Canada vs FIFH	Shot FIFH	13:36	13:41	13:46	Malmo G1 2026	FIFH - Player 3	3	Out	6	
Canada vs FIFH	Shot Canada	13:41	13:46	14:14	Malmo G1 2026	Canada - Emma	1	Save	5	FIFH - Player 8
Canada vs FIFH	Shot FIFH	14:20	14:25	14:30	Malmo G1 2026	FIFH - Player 8	5	Ball Control Save	1.5	Canada - Amy
Canada vs FIFH	Shot Canada	14:24	14:29	14:34	Malmo G1 2026	Canada - Amy	2	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	14:30	14:35	14:41	Malmo G1 2026	FIFH - Player 1	3	Ball Control Save	3	Canada - Meghan
Canada vs FIFH	Shot Canada	14:37	14:42	14:50	Malmo G1 2026	Canada - Emma	3	Save	3.5	FIFH - Player 3
Canada vs FIFH	Shot FIFH	14:46	14:51	14:58	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	14:53	14:58	15:07	Malmo G1 2026	Canada - Amy	2	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	15:02	15:07	15:25	Malmo G1 2026	FIFH - Player 1	2	Amy	2	Canada - Ball Over
Canada vs FIFH	Shot FIFH	15:21	15:26	15:40	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	2	Canada - Amy
Canada vs FIFH	Shot Canada	15:35	15:40	15:47	Malmo G1 2026	Canada - Amy	1	Goal	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	15:57	16:02	16:07	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	3.5	Canada - Meghan
Canada vs FIFH	Shot Canada	16:02	16:07	16:12	Malmo G1 2026	Canada - Emma	4	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	16:07	16:12	16:20	Malmo G1 2026	FIFH - Player 1	2	Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	16:16	16:21	16:27	Malmo G1 2026	Canada - Amy	3	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	16:29	16:34	16:47	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	1	Canada - Amy
Canada vs FIFH	Shot Canada	16:43	16:48	16:57	Malmo G1 2026	Canada - Emma	2	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	16:53	16:58	17:05	Malmo G1 2026	FIFH - Player 1	2	Out	0	
Canada vs FIFH	Shot Canada	17:08	17:13	17:18	Malmo G1 2026	Canada - Amy	3	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	17:16	17:21	17:28	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	2.5	Canada - Meghan
Canada vs FIFH	Shot Canada	17:23	17:28	17:39	Malmo G1 2026	Canada - Meghan	1	Save	5	FIFH - Player 8
Canada vs FIFH	Shot FIFH	17:35	17:40	17:53	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	1.5	Canada - Amy
Canada vs FIFH	Shot Canada	17:48	17:53	18:00	Malmo G1 2026	Canada - Amy	1	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	18:04	18:09	18:19	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	4	Canada - Meghan
Canada vs FIFH	Shot Canada	18:15	18:20	18:27	Malmo G1 2026	Canada - Emma	2	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	18:32	18:37	18:42	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	4	Canada - Emma
Canada vs FIFH	Shot Canada	18:38	18:43	18:55	Malmo G1 2026	Canada - Emma	3	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	18:50	18:55	19:02	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	2	Canada - Amy
Canada vs FIFH	Shot Canada	19:51	19:56	20:01	Malmo G1 2026	Canada - Amy	2	Goal	4	FIFH - Player 3
Canada vs FIFH	T-END				Malmo G1 2026					
Canada vs FIFH	@@@P2				Malmo G1 2026					
Canada vs FIFH	T-START				Malmo G1 2026					
Canada vs FIFH	Shot Canada	26:59	27:04	27:11	Malmo G1 2026	Canada - Amy	5	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	27:07	27:12	27:25	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	4.5	Canada - Meghan
Canada vs FIFH	Shot Canada	27:21	27:26	27:31	Malmo G1 2026	Canada - Meghan	3	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	27:25	27:30	27:39	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	3.5	Canada - Elena
Canada vs FIFH	Shot Canada	27:34	27:39	27:47	Malmo G1 2026	Canada - Meghan	5	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	27:43	27:48	27:58	Malmo G1 2026	FIFH - Player 1	2	Save	2	Canada - Amy
Canada vs FIFH	Shot Canada	27:54	27:59	28:04	Malmo G1 2026					
Canada vs FIFH	Shot FIFH	27:59	28:04	28:16	Malmo G1 2026	FIFH - Player 8	3	Out	0	
Canada vs FIFH	Shot Canada	28:14	28:19	28:31	Malmo G1 2026	Canada - Amy	1	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	28:26	28:31	28:37	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	2	Canada - Elena
Canada vs FIFH	Shot Canada	28:32	28:37	28:45	Malmo G1 2026	Canada - Amy	1	Save	3.5	FIFH - Player 3
Canada vs FIFH	Shot FIFH	28:43	28:48	29:01	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	4	Canada - Meghan
Canada vs FIFH	Shot Canada	28:57	29:02	29:09	Malmo G1 2026	Canada - Meghan	3	Save	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	29:05	29:10	29:28	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	2	Canada - Amy
Canada vs FIFH	Shot Canada	29:24	29:29	29:34	Malmo G1 2026	Canada - Amy	2	Save	2.5	FIFH - Player 3
Canada vs FIFH	Shot FIFH	29:29	29:34	29:48	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	3.5	Canada - Elena
Canada vs FIFH	Shot Canada	29:44	29:49	29:54	Malmo G1 2026	Canada - Meghan	4	Save	5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	29:49	29:54	30:00	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	3	Canada - Elena
Canada vs FIFH	Shot Canada	29:56	30:01	30:09	Malmo G1 2026	Canada - Amy	1	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	30:05	30:10	30:20	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	2	Canada - Amy
Canada vs FIFH	Shot Canada	30:15	30:20	30:30	Malmo G1 2026	Canada - Meghan	1	Save	5	FIFH - Player 8
Canada vs FIFH	Shot FIFH	30:26	30:31	30:42	Malmo G1 2026	FIFH - Player 8	4	Out	0	
Canada vs FIFH	Shot Canada	30:40	30:45	30:58	Malmo G1 2026	Canada - Amy	4	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	30:54	30:59	31:04	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	3.5	Canada - Elena
Canada vs FIFH	Shot Canada	31:00	31:05	31:13	Malmo G1 2026	Canada - Meghan	3	Save	4.5	FIFH - Player 8
Canada vs FIFH	Shot FIFH	31:09	31:14	31:31	Malmo G1 2026	FIFH - Player 1	1	Save	4	Canada - Elena
Canada vs FIFH	Shot Canada	31:27	31:32	31:40	Malmo G1 2026	Canada - Meghan	5	Save	2	FIFH - Player 3
Canada vs FIFH	Shot FIFH	31:36	31:41	31:47	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	1	Canada - Amy
Canada vs FIFH	Shot Canada	31:43	31:48	32:02	Malmo G1 2026	Canada - Amy	5	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	32:02	32:07	32:16	Malmo G1 2026	FIFH - Player 1	1	Out	6	
Canada vs FIFH	Shot Canada	32:18	32:23	32:32	Malmo G1 2026	Canada - Amy	5	Save	2	FIFH - Player 3
Canada vs FIFH	Shot FIFH	32:28	32:33	32:44	Malmo G1 2026	FIFH - Player 3	3	Save	4	Canada - Amy
Canada vs FIFH	Shot Canada	32:40	32:45	32:51	Malmo G1 2026	Canada - Meghan	2	Save	5	FIFH - Player 8
Canada vs FIFH	Shot FIFH	32:46	32:51	33:01	Malmo G1 2026	FIFH - Player 8	5	Save	2	Canada - Meghan
Canada vs FIFH	Shot Canada	32:57	33:02	33:09	Malmo G1 2026	Canada - Meghan	1	Save	5	FIFH - Player 8
Canada vs FIFH	Shot FIFH	33:05	33:10	33:20	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	3.5	Canada - Elena
Canada vs FIFH	Shot Canada	33:16	33:21	33:28	Malmo G1 2026	Canada - Amy	5	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	33:24	33:29	33:36	Malmo G1 2026	FIFH - Player 8	5	Save	3	Canada - Elena
Canada vs FIFH	Shot Canada	33:32	33:37	33:48	Malmo G1 2026	Canada - Meghan	2	Save	4.5	FIFH - Player 8
Canada vs FIFH	Shot FIFH	34:39	34:44	34:49	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	5	Canada - Amy
Canada vs FIFH	Shot Canada	34:48	34:53	35:01	Malmo G1 2026	Canada - Amy	5	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	34:57	35:02	35:15	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	2	Canada - 4
Canada vs FIFH	Shot Canada	35:10	35:15	35:20	Malmo G1 2026	Canada - Amy	4	Save	1	FIFH - Player 1
Canada vs FIFH	Shot FIFH	35:14	35:19	35:29	Malmo G1 2026	FIFH - Player 8	4	Save	4	Canada - Amy
Canada vs FIFH	Shot Canada	35:24	35:29	35:39	Malmo G1 2026	Canada - Meghan	1	Save	4.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	35:40	35:45	35:54	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	5	Canada - Amy
Canada vs FIFH	Shot Canada	35:53	35:58	36:08	Malmo G1 2026	Canada - Amy	5	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	36:04	36:09	36:16	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	5	Canada - Amy
Canada vs FIFH	Shot Canada	36:11	36:16	36:26	Malmo G1 2026	Canada - Meghan	5	Out	0	
Canada vs FIFH	Shot FIFH	36:25	36:30	36:39	Malmo G1 2026	FIFH - Player 1	1	Out	6	
Canada vs FIFH	Shot Canada	37:32	37:37	37:43	Malmo G1 2026	Canada - Meghan	3	Save	3	FIFH - Player 3
Canada vs FIFH	Shot Canada	38:04	38:09	38:18	Malmo G1 2026	Canada - Amy	1	Save	3.5	FIFH - Player 3
Canada vs FIFH	Shot FIFH	38:14	38:19	38:28	Malmo G1 2026	FIFH - Player 3	2	Out	6	
Canada vs FIFH	Shot Canada	38:31	38:36	38:43	Malmo G1 2026	Canada - Meghan	5	Save	2.5	FIFH - Player 3
Canada vs FIFH	Shot FIFH	38:39	38:44	38:53	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	4.5	Canada - Meghan
Canada vs FIFH	Shot Canada	38:49	38:54	39:04	Malmo G1 2026	Canada - Amy	2	Save	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	39:06	39:11	39:16	Malmo G1 2026	FIFH - Player 3	3	Out	6	
Canada vs FIFH	Shot Canada	39:10	39:15	39:25	Malmo G1 2026	Canada - Meghan	4	Out	0	
Canada vs FIFH	Shot FIFH	39:22	39:27	39:39	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	4	Canada - Meghan
Canada vs FIFH	Shot Canada	39:35	39:40	39:50	Malmo G1 2026	Canada - Amy	4	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	39:46	39:51	39:57	Malmo G1 2026	FIFH - Player 3	3	Save	4	Canada - Meghan
Canada vs FIFH	Shot Canada	39:53	39:58	40:06	Malmo G1 2026	Canada - Meghan	5	Save	1	FIFH - Player 1
Canada vs FIFH	Shot FIFH	40:04	40:09	40:23	Malmo G1 2026	FIFH - Player 1	1	Out	6	
Canada vs FIFH	Shot Canada	40:19	40:24	40:34	Malmo G1 2026	Canada - Amy	5	Save	2.5	FIFH - Player 3
Canada vs FIFH	Shot FIFH	40:30	40:35	40:44	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	4.5	Canada - Meghan
Canada vs FIFH	Shot Canada	40:39	40:44	40:53	Malmo G1 2026	Canada - Meghan	3	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	40:50	40:55	41:00	Malmo G1 2026	FIFH - Player 3	3	Out	6	
Canada vs FIFH	Shot Canada	41:01	41:06	41:14	Malmo G1 2026	Canada - Meghan	5	Save	1.5	FIFH - Player 1
Canada vs FIFH	Shot FIFH	41:10	41:15	41:23	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	4.5	Canada - Meghan
Canada vs FIFH	Shot Canada	41:19	41:24	41:32	Malmo G1 2026	Canada - Amy	1	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	41:27	41:32	42:36	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	2	Canada - Amy
Canada vs FIFH	Shot Canada	43:20	43:25	43:31	Malmo G1 2026	Canada - Amy	1	Save	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	43:31	43:36	43:41	Malmo G1 2026	FIFH - Player 3	3	Out	0	
Canada vs FIFH	Shot Canada	43:35	43:40	43:50	Malmo G1 2026	Canada - Amy	1	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	43:45	43:50	43:56	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	3	Canada - Meghan
Canada vs FIFH	Shot Canada	43:51	43:56	44:04	Malmo G1 2026	Canada - Amy	2	Save	1	FIFH - Player 1
Canada vs FIFH	Shot FIFH	44:00	44:05	44:14	Malmo G1 2026	FIFH - Player 1	1	Ball Control Save	5	Canada - Florinda
Canada vs FIFH	Shot Canada	44:11	44:16	44:22	Malmo G1 2026	Canada - Amy	5	Save	2	FIFH - Player 1
Canada vs FIFH	Shot FIFH	44:18	44:23	44:34	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	4	Canada - Florinda
Canada vs FIFH	Shot Canada	44:30	44:35	44:47	Malmo G1 2026	Canada - Amy	2	Save	4	FIFH - Player 8
Canada vs FIFH	Shot Canada	44:43	44:48	44:56	Malmo G1 2026	Canada - Florinda	5	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	44:52	44:57	45:06	Malmo G1 2026	FIFH - Player 1	2	Ball Control Save	5	Canada - Florinda
Canada vs FIFH	Shot Canada	45:02	45:07	45:13	Malmo G1 2026	Canada - Florinda	4	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	45:08	45:13	45:21	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	3	Canada - Meghan
Canada vs FIFH	Shot Canada	45:51	45:56	46:04	Malmo G1 2026	Canada - Amy	1	Goal	4	FIFH - Player 8
Canada vs FIFH	Shot FIFH	46:12	46:17	46:24	Malmo G1 2026	FIFH - Player 1	4	Save	4	Canada - Cassandra
Canada vs FIFH	Shot Canada	46:20	46:25	46:31	Malmo G1 2026	Canada - Florinda	5	Save	3.5	FIFH - Player 3
Canada vs FIFH	Shot FIFH	46:27	46:32	46:38	Malmo G1 2026	FIFH - Player 3	3	Ball Control Save	4	Canada - Florinda
Canada vs FIFH	Shot Canada	46:34	46:39	46:45	Malmo G1 2026	Canada - Florinda	5	Save	2	FIFH - Player 3
Canada vs FIFH	Shot FIFH	46:40	46:45	46:55	Malmo G1 2026	FIFH - Player 1	1	Save	4	Canada - Florinda
Canada vs FIFH	Shot Canada	46:50	46:55	47:03	Malmo G1 2026	Canada - Amy	1	Save	3	FIFH - Player 3
Canada vs FIFH	Shot FIFH	47:52	47:57	48:03	Malmo G1 2026	FIFH - Player 8	4	Ball Control Save	4.5	Canada - Florinda
Canada vs FIFH	Shot Canada	47:59	48:04	48:09	Malmo G1 2026	Canada - Florinda	5	Save	3	FIFH - Player 3
Canada vs FIFH	T-END				Malmo G1 2026					
Canada vs Korea	@@@P1				Scrimmage G1 2026					
Canada vs Korea	T-START				Scrimmage G1 2026					
Canada vs Korea	Shot Canada	00:00	00:02	00:07	Scrimmage G1 2026	Canada - Amy	1	Goal	5	
Canada vs Korea	Shot Korea	00:05	00:10	00:20	Scrimmage G1 2026	Korea - Player 10	4	Ball Control Save	2.5	Canada - Elena
Canada vs Korea	Shot Canada	00:15	00:20	00:31	Scrimmage G1 2026	Canada - Emma	4	Save	2	Korea - Player 12
Canada vs Korea	Shot Korea	00:27	00:32	00:48	Scrimmage G1 2026	Korea - Player 12	2	Goal	2.5	Canada - Elena
Canada vs Korea	Shot Canada	00:44	00:49	00:59	Scrimmage G1 2026	Canada - Amy	2	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	00:54	00:59	01:04	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	1	Canada - Amy
Canada vs Korea	Shot Korea	01:02	01:07	01:18	Scrimmage G1 2026	Korea - Player 10	5	Save	2.5	Canada - Amy
Canada vs Korea	Shot Canada	01:14	01:19	01:26	Scrimmage G1 2026	Canada - Emma	5	Save	1.5	Korea - Player 12
Canada vs Korea	Shot Korea	01:21	01:26	01:32	Scrimmage G1 2026	Korea - Player 12	1	Ball Control Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	01:28	01:33	01:43	Scrimmage G1 2026	Canada - Emma	5	Save	2.5	Korea - Player 19
Canada vs Korea	Shot Korea	01:39	01:44	01:49	Scrimmage G1 2026	Korea - Player 12	2	Ball Control Save	3	Canada - Elena
Canada vs Korea	Shot Canada	01:44	01:49	02:01	Scrimmage G1 2026	Canada - Amy	2	Goal	4	Korea - Player 10
Canada vs Korea	Shot Korea	01:59	02:04	02:17	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	2.5	Canada - Amy
Canada vs Korea	Shot Canada	02:12	02:17	02:24	Scrimmage G1 2026	Canada - Amy	1	Save	5	Korea - Player 10
Canada vs Korea	Shot Korea	02:19	02:24	02:38	Scrimmage G1 2026	Korea - Player 10	5	Ball Control Save	2.5	Canada - Elena
Canada vs Korea	Shot Canada	02:34	02:39	02:49	Scrimmage G1 2026	Canada - Amy	1	Save	3.5	Korea - Player 19
Canada vs Korea	Shot Korea	02:45	02:50	03:03	Scrimmage G1 2026	Korea - Player 12	4	Goal	2	Canada - Amy
Canada vs Korea	Shot Canada	03:00	03:05	03:18	Scrimmage G1 2026	Canada - Emma	5	Save	1	Korea - Player 12
Canada vs Korea	Shot Korea	03:14	03:19	03:30	Scrimmage G1 2026	Korea - Player 12	1	Save	3.5	Canada - Elena
Canada vs Korea	Shot Canada	03:25	03:30	03:43	Scrimmage G1 2026	Canada - Emma	4	Save	4.5	Korea - Player 10
Canada vs Korea	Shot Korea	03:38	03:43	03:51	Scrimmage G1 2026	Korea - Player 10	5	Save	2	Canada - Amy
Canada vs Korea	Shot Canada	03:46	03:51	03:58	Scrimmage G1 2026	Canada - Amy	1	Out	6	
