Opponent/Game	Category	Start	Click	End	XY	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player
Korea	Shot Opponent	53:24	53:29	53:40	Scrimmage 1 April 29 2026	Player 12	2	Canada Save	3.5	Elena
Korea	Shot Canada	53:36	53:41	53:55	Scrimmage 1 April 29 2026	Florinda	4	Opponent Save	4.5	Player 10
Korea	Shot Opponent	53:50	53:55	54:00	Scrimmage 1 April 29 2026	Player 10	4	Canada Ball Control Save	3	Elena
Korea	Shot Canada	53:54	53:59	54:07	Scrimmage 1 April 29 2026	Cassandra	1	Opponent Save	4	Player 10
Korea	Shot Opponent	54:02	54:07	54:15	Scrimmage 1 April 29 2026	Player 1	3	Canada Ball Control Save	1	Cassandra
Korea	Shot Canada	54:11	54:16	54:21	Scrimmage 1 April 29 2026	Cassandra	1	Opponent Save	3	Player 1
Korea	Shot Opponent	54:16	54:21	54:33	Scrimmage 1 April 29 2026	Player 12	2	Canada Ball Control Save	4	Elena
Korea	Shot Canada	54:29	54:34	54:42	Scrimmage 1 April 29 2026	Florinda	4	Opponent Save	4	Player 10
Korea	Shot Opponent	54:37	54:42	54:48	Scrimmage 1 April 29 2026	Player 10	4	Canada Save	3	Elena
Korea	Shot Canada	54:43	54:48	54:56	Scrimmage 1 April 29 2026	Cassandra	1	Opponent Save	4.5	Player 10
Korea	Shot Opponent	54:51	54:56	55:10	Scrimmage 1 April 29 2026	Player 12	1	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	55:05	55:10	55:15	Scrimmage 1 April 29 2026	Florinda	4	Canada Out	0	
Korea	Shot Opponent	55:08	55:13	55:36	Scrimmage 1 April 29 2026	Player 12	1	Opponent Out	6	
Korea	Shot Canada	55:36	55:41	55:51	Scrimmage 1 April 29 2026	Florinda	5	Opponent Save	4.5	Player 6
Korea	Shot Opponent	55:46	55:51	55:57	Scrimmage 1 April 29 2026	Player 6	5	Canada Ball Control Save	3.5	Elena
Korea	Shot Canada	55:53	55:58	56:07	Scrimmage 1 April 29 2026	Cassandra	2	Opponent Save	5	Player 6
Korea	Shot Opponent	56:04	56:09	56:21	Scrimmage 1 April 29 2026	Player 6	4	Canada Ball Control Save	1.5	Cassandra
Korea	Shot Canada	56:16	56:21	56:32	Scrimmage 1 April 29 2026	Florinda	4	Opponent Save	3	Player 1
Korea	Shot Opponent	56:27	56:32	56:40	Scrimmage 1 April 29 2026	Player 12	2	Canada Ball Control Save	5	Florinda
Korea	Shot Canada	56:36	56:41	56:57	Scrimmage 1 April 29 2026	Florinda	4	Canada Out	6	
Korea	Shot Opponent	57:01	57:06	57:18	Scrimmage 1 April 29 2026	Player 6	3	Canada Ball Control Save	2	Cassandra
Korea	Shot Canada	57:14	57:19	57:24	Scrimmage 1 April 29 2026	Cassandra	2	Opponent Save	4.5	Player 6
Korea	Shot Opponent	57:20	57:25	57:30	Scrimmage 1 April 29 2026	Player 6	5	Canada Ball Control Save	2	Elena
Korea	Shot Canada	57:25	57:30	57:38	Scrimmage 1 April 29 2026	Elena	3	Opponent Save	3	Player 1
Korea	Shot Opponent	57:33	57:38	57:45	Scrimmage 1 April 29 2026	Player 12	2	Canada Ball Control Save	3	Elena
Korea	Shot Canada	57:40	57:45	57:53	Scrimmage 1 April 29 2026	Cassandra	2	Opponent Save	4.5	Player 6
Korea	Shot Opponent	57:49	57:54	58:00	Scrimmage 1 April 29 2026	Player 6	5	Canada Save	3	Elena
Korea	Shot Canada	57:55	58:00	58:09	Scrimmage 1 April 29 2026	Florinda	5	Opponent Save	3	Player 1
Korea	Shot Opponent	58:20	58:25	58:34	Scrimmage 1 April 29 2026	Player 12	1	Canada Save	4.5	Florinda
Korea	Shot Canada	58:30	58:35	58:43	Scrimmage 1 April 29 2026	Elena	3	Opponent Save	3.5	Player 15
Korea	Shot Opponent	58:38	58:43	58:50	Scrimmage 1 April 29 2026	Player 6	5	Canada Save	2	Cassandra
Korea	Shot Canada	58:45	58:50	58:56	Scrimmage 1 April 29 2026	Cassandra	2	Opponent Save	3.5	Player 15
Korea	Shot Opponent	58:51	58:56	59:05	Scrimmage 1 April 29 2026	Player 12	3	Canada Save	2.5	Cassandra
Korea	Shot Canada	59:01	59:06	59:13	Scrimmage 1 April 29 2026	Cassandra	2	Opponent Save	1.5	Player 12
Korea	Shot Opponent	59:08	59:13	59:18	Scrimmage 1 April 29 2026	Player 12	1	Opponent Out	0	
Korea	Shot Canada	59:13	59:18	59:32	Scrimmage 1 April 29 2026	Florinda	4	Opponent Save	2	Player 12
Korea	Shot Opponent	59:27	59:32	59:39	Scrimmage 1 April 29 2026	Player 6	4	Canada Ball Control Save	3.5	Elena
Korea	Shot Canada	59:35	59:40	59:49	Scrimmage 1 April 29 2026	Florinda	5	Opponent Save	3	Player 15
Korea	Shot Opponent	59:45	59:50	59:58	Scrimmage 1 April 29 2026	Player 12	1	Canada Save	4	Florinda
Korea	Shot Canada	59:54	59:59	60:05	Scrimmage 1 April 29 2026	Florinda	4	Opponent Save	3	Player 15
Korea	Shot Opponent	60:01	60:06	60:14	Scrimmage 1 April 29 2026	Player 6	4	Canada Save	2.5	Elena
Korea	Shot Canada	60:09	60:14	60:21	Scrimmage 1 April 29 2026	Cassandra	2	Opponent Save	4.5	Player 6
Korea	Shot Opponent	60:17	60:22	60:27	Scrimmage 1 April 29 2026	Player 6	5	Canada Save	1	Cassandra
Korea	Shot Canada	60:20	60:25	60:37	Scrimmage 1 April 29 2026	Cassandra	1	Opponent Save	2	Player 12
Korea	Shot Opponent	60:33	60:38	60:48	Scrimmage 1 April 29 2026	Player 12	1	Canada Ball Control Save	5	4
Korea	Shot Canada	60:43	60:48	60:56	Scrimmage 1 April 29 2026	Florinda	4	Opponent Save	4	Player 6
Korea	Shot Opponent	60:51	60:56	61:01	Scrimmage 1 April 29 2026	Player 6	5	Canada Save	3	Elena
Korea	Shot Canada	60:56	61:01	61:10	Scrimmage 1 April 29 2026	Florinda	4	Opponent Save	3	Player 15
Korea	Shot Opponent	61:06	61:11	61:29	Scrimmage 1 April 29 2026	Player 12	2	Goal Opponent	3.5	Elena
Korea	Shot Canada	61:26	61:31	61:36	Scrimmage 1 April 29 2026	Florinda	5	Opponent Save	3.5	Player 6
Korea	Shot Opponent	61:30	61:35	61:40	Scrimmage 1 April 29 2026	Player 6	5	Canada Ball Control Save	3	Elena
Korea	Shot Canada	61:34	61:39	61:46	Scrimmage 1 April 29 2026	Cassandra	2	Opponent Save	4.5	Player 6
Korea	Shot Opponent	61:42	61:47	61:56	Scrimmage 1 April 29 2026	Player 6	5	Canada Ball Control Save	3	Elena
Korea	Shot Canada	61:53	61:58	62:07	Scrimmage 1 April 29 2026	Florinda	4	Opponent Save	2	Player 15
Korea	Shot Opponent	62:02	62:07	62:19	Scrimmage 1 April 29 2026	Player 12	2	Goal Opponent	3.5	Elena
Korea	Shot Canada	62:17	62:22	62:27	Scrimmage 1 April 29 2026	Florinda	5	Opponent Save	4	Player 6
Korea	Shot Opponent	62:23	62:28	62:34	Scrimmage 1 April 29 2026	Player 6	4	Canada Ball Control Save	3	Elena
Korea	Shot Canada	62:30	62:35	62:41	Scrimmage 1 April 29 2026	Cassandra	2	Canada Out	6	
Korea	Shot Opponent	62:41	62:46	62:57	Scrimmage 1 April 29 2026	Player 6	5	Canada Ball Control Save	1.5	Cassandra
Korea	Shot Canada	62:54	62:59	63:04	Scrimmage 1 April 29 2026	Cassandra	1	Opponent Save	5	Player 6
Korea	Shot Opponent	63:00	63:05	63:11	Scrimmage 1 April 29 2026	Player 12	2	Canada Ball Control Save	1.5	Cassandra
Korea	Shot Canada	63:07	63:12	63:17	Scrimmage 1 April 29 2026	Cassandra	1	Opponent Save	5	Player 6
Korea	Shot Opponent	63:13	63:18	63:27	Scrimmage 1 April 29 2026	Player 6	4	Canada Ball Control Save	2	Elena
Korea	Shot Canada	63:23	63:28	63:34	Scrimmage 1 April 29 2026	Elena	3	Opponent Save	1.5	Player 12
Korea	Shot Opponent	63:30	63:35	63:43	Scrimmage 1 April 29 2026	Player 12	2	Canada Ball Control Save	5	Florinda
Korea	Shot Canada	63:58	64:03	64:12	Scrimmage 1 April 29 2026	Amy	1	Opponent Save	4	Player 6
Korea	Shot Opponent	64:07	64:12	64:19	Scrimmage 1 April 29 2026	Player 12	2	Canada Save	4	Meghan
Korea	Shot Canada	64:14	64:19	64:29	Scrimmage 1 April 29 2026	Emma	5	Canada Out	0	
Korea	Shot Opponent	64:25	64:30	64:43	Scrimmage 1 April 29 2026	Player 6	4	Canada Ball Control Save	2.5	Meghan
Korea	Shot Canada	64:39	64:44	64:54	Scrimmage 1 April 29 2026	Amy	2	Opponent Save	2	Player 15
Korea	Shot Opponent	64:50	64:55	65:03	Scrimmage 1 April 29 2026	Player 12	2	Canada Ball Control Save	4.5	Emma
Korea	Shot Canada	64:58	65:03	65:08	Scrimmage 1 April 29 2026	Emma	5	Opponent Save	1	Player 12
Korea	Shot Opponent	65:03	65:08	65:18	Scrimmage 1 April 29 2026	Player 6	3	Canada Ball Control Save	2	Amy
Korea	Shot Canada	65:14	65:19	65:24	Scrimmage 1 April 29 2026	Amy	2	Opponent Save	3	Player 15
Korea	Shot Opponent	65:18	65:23	65:33	Scrimmage 1 April 29 2026	Player 12	2	Canada Ball Control Save	5	Emma
Korea	Shot Canada	65:28	65:33	65:42	Scrimmage 1 April 29 2026	Emma	4	Opponent Save	4.5	Player 6
Korea	Shot Opponent	65:37	65:42	65:49	Scrimmage 1 April 29 2026	Player 6	5	Opponent Out	0	
Korea	Shot Canada	65:48	65:53	66:03	Scrimmage 1 April 29 2026	Amy	1	Opponent Save	3	Player 15
Korea	Shot Opponent	65:58	66:03	66:09	Scrimmage 1 April 29 2026	Player 12	2	Canada Ball Control Save	3	Meghan
Korea	Shot Canada	66:05	66:10	66:23	Scrimmage 1 April 29 2026	Meghan	3	Opponent Save	3.5	Player 15
Korea	Shot Opponent	66:19	66:24	66:29	Scrimmage 1 April 29 2026	Player 6	5	Canada Save	1.5	Amy
Korea	Shot Canada	66:25	66:30	66:38	Scrimmage 1 April 29 2026	Amy	1	Opponent Save	4	Player 6
Korea	Shot Opponent	66:34	66:39	66:45	Scrimmage 1 April 29 2026	Player 12	3	Canada Save	3	Meghan
Korea	Shot Canada	66:41	66:46	67:01	Scrimmage 1 April 29 2026	Amy	1	Opponent Save	2.5	Player 15
Korea	Shot Opponent	66:56	67:01	67:07	Scrimmage 1 April 29 2026	Player 6	4	Canada Save	4	Emma
Korea	Shot Canada	67:03	67:08	67:17	Scrimmage 1 April 29 2026	Emma	3	Canada Out	6	
Korea	Shot Opponent	67:15	67:20	67:30	Scrimmage 1 April 29 2026	Player 12	4	Canada Ball Control Save	2	Meghan
Korea	Shot Canada	67:26	67:31	67:41	Scrimmage 1 April 29 2026	Amy	2	Opponent Save	2	Player 12
Korea	Shot Opponent	67:36	67:41	67:47	Scrimmage 1 April 29 2026	Player 6	4	Canada Ball Control Save	2	Meghan
Korea	Shot Canada	67:43	67:48	67:59	Scrimmage 1 April 29 2026	Emma	5	Opponent Save	2	Player 12
Korea	Shot Opponent	67:54	67:59	68:08	Scrimmage 1 April 29 2026	Player 12	1	Canada Ball Control Save	4	Meghan
Korea	Shot Canada	68:03	68:08	68:16	Scrimmage 1 April 29 2026	Amy	4	Opponent Save	1	Player 12
Korea	Shot Opponent	68:11	68:16	68:27	Scrimmage 1 April 29 2026	Player 6	2	Canada Ball Control Save	2.5	Meghan
Korea	Shot Canada	68:22	68:27	68:39	Scrimmage 1 April 29 2026	Emma	4	Opponent Save	4	Player 6
Korea	Shot Opponent	68:34	68:39	68:57	Scrimmage 1 April 29 2026	Player 12	2	Canada Save	4	Emma
Korea	Shot Canada	69:04	69:09	69:23	Scrimmage 1 April 29 2026	Amy	5	Opponent Save	1	Player 12
Korea	Shot Opponent	69:19	69:24	69:36	Scrimmage 1 April 29 2026	Player 6	4	Canada Ball Control Save	1.5	Amy
Korea	Shot Canada	69:31	69:36	69:46	Scrimmage 1 April 29 2026	Emma	5	Opponent Save	1.5	Player 12
Korea	Shot Opponent	69:41	69:46	69:54	Scrimmage 1 April 29 2026	Player 12	2	Canada Ball Control Save	3.5	Meghan
Korea	Shot Canada	69:49	69:54	70:03	Scrimmage 1 April 29 2026	Amy	5	Opponent Save	1.5	Player 12
Korea	Shot Opponent	69:58	70:03	70:08	Scrimmage 1 April 29 2026	Player 12	1	Canada Ball Control Save	3	Meghan
Korea	Shot Canada	70:02	70:07	70:15	Scrimmage 1 April 29 2026	Emma	5	Opponent Save	1.5	Player 12
Korea	Shot Opponent	70:10	70:15	70:23	Scrimmage 1 April 29 2026	Canada Save	4	Emma		
Korea	Shot Canada	70:18	70:23	70:32	Scrimmage 1 April 29 2026	Amy	3	Opponent Save	1.5	Player 12
Korea	Shot Opponent	70:28	70:33	70:38	Scrimmage 1 April 29 2026	Player 15	3	Canada Ball Control Save	2.5	Meghan
Korea	Shot Canada	70:32	70:37	70:46	Scrimmage 1 April 29 2026	Meghan	5	Opponent Save	3	Player 15
Korea	Shot Opponent	70:41	70:46	70:53	Scrimmage 1 April 29 2026	Player 6	4	Canada Ball Control Save	1	Amy
Korea	Shot Canada	70:49	70:54	71:02	Scrimmage 1 April 29 2026	Amy	1	Opponent Save	4.5	Player 6
Korea	Shot Opponent	70:57	71:02	71:11	Scrimmage 1 April 29 2026	Player 6	4	Canada Ball Control Save	3	Meghan
Korea	Shot Canada	71:06	71:11	71:17	Scrimmage 1 April 29 2026	Emma	2	Opponent Save	2	Player 12
Korea	Shot Opponent	71:13	71:18	71:29	Scrimmage 1 April 29 2026	Player 12	2	Goal Opponent	5	Emma
Korea	Shot Canada	71:24	71:29	71:36	Scrimmage 1 April 29 2026	Amy	5	Canada Out	0	
Korea	Shot Opponent	71:39	71:44	72:00	Scrimmage 1 April 29 2026	Player 6	3	Canada Ball Control Save	1.5	Amy
Korea	Shot Canada	71:55	72:00	72:08	Scrimmage 1 April 29 2026	Amy	1	Opponent Save	5	Player 6
Korea	Shot Opponent	72:04	72:09	72:22	Scrimmage 1 April 29 2026	Player 12	4	Canada Ball Control Save	2	Amy
Korea	Shot Canada	72:17	72:22	72:30	Scrimmage 1 April 29 2026	Emma	4	Opponent Save	3.5	Player 15
Korea	Shot Opponent	72:25	72:30	72:39	Scrimmage 1 April 29 2026	Player 6	4	Canada Save	3.5	Meghan
Korea	Shot Canada	72:35	72:40	72:48	Scrimmage 1 April 29 2026	Emma	5	Goal Canada	1	Player 12
Korea	Shot Opponent	72:49	72:54	73:06	Scrimmage 1 April 29 2026	Player 12	2	Canada Save	4	Emma
Korea	Shot Canada	73:01	73:06	73:12	Scrimmage 1 April 29 2026	Amy	4	Opponent Save	1	Player 12
Korea	T-END	73:18	73:18	73:18	Scrimmage 1 April 29 2026					
Korea	@@@P1	00:00	00:00	00:00	Scrimmage 2 April 29 2026					
Korea	T-START	00:00	00:00	00:00	Scrimmage 2 April 29 2026					
Korea	Shot Canada	00:01	00:06	00:23	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	3.5	Player 15
Korea	Shot Opponent	00:19	00:24	00:31	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	3.5	Cassandra
Korea	Shot Canada	00:27	00:32	00:45	Scrimmage 2 April 29 2026	Florinda	4	Opponent Save	1.5	Player 19
Korea	Shot Opponent	00:46	00:51	00:59	Scrimmage 2 April 29 2026	Player 19	1	Goal Opponent	2	Cassandra
Korea	Shot Canada	00:56	01:01	01:08	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	4.5	Player 1
Korea	Shot Opponent	01:03	01:08	01:15	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	2	Elena
Korea	Shot Canada	01:10	01:15	01:21	Scrimmage 2 April 29 2026	Elena	2	Canada Out	0	
Korea	Shot Opponent	01:19	01:24	01:40	Scrimmage 2 April 29 2026	Player 19	1	Goal Opponent	4	Florinda
Korea	Shot Canada	01:36	01:41	01:48	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	3	Player 15
Korea	Shot Opponent	01:47	01:52	01:58	Scrimmage 2 April 29 2026	Player 1	4	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	01:53	01:58	02:05	Scrimmage 2 April 29 2026	Florinda	5	Canada Out	6	
Korea	Shot Opponent	02:07	02:12	02:22	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	3.5	Cassandra
Korea	Shot Canada	02:18	02:23	02:30	Scrimmage 2 April 29 2026	Cassandra	3	Opponent Save	4	Player 1
Korea	Shot Opponent	02:25	02:30	02:38	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	4.5	Florinda
Korea	Shot Canada	02:34	02:39	02:51	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	2	Player 19
Korea	Shot Opponent	02:47	02:52	02:57	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	1	Elena
Korea	Shot Canada	02:52	02:57	03:08	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	2.5	Player 15
Korea	Shot Opponent	03:04	03:09	03:21	Scrimmage 2 April 29 2026	Player 19	4	Canada Save	4	Florinda
Korea	Shot Opponent	03:17	03:22	03:34	Scrimmage 2 April 29 2026	Player 1	4	Canada Ball Control Save	1.5	Elena
Korea	Shot Canada	03:29	03:34	03:41	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	1.5	Player 19
Korea	Shot Opponent	03:37	03:42	03:55	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	4	Florinda
Korea	Shot Canada	03:51	03:56	04:04	Scrimmage 2 April 29 2026	Elena	2	Opponent Save	5	Player 1
Korea	Shot Opponent	03:59	04:04	04:15	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	1	Elena
Korea	Shot Canada	04:11	04:16	04:24	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	4	Player 15
Korea	Shot Opponent	04:19	04:24	04:32	Scrimmage 2 April 29 2026	Player 19	4	Canada Ball Control Save	3	Cassandra
Korea	Shot Canada	04:28	04:33	04:39	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	2.5	Player 15
Korea	Shot Opponent	04:35	04:40	04:45	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	3	Cassandra
Korea	Shot Canada	04:41	04:46	04:54	Scrimmage 2 April 29 2026	Florinda	4	Opponent Save	5	Player 1
Korea	Shot Opponent	04:50	04:55	05:03	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	2	Elena
Korea	Shot Canada	04:59	05:04	05:11	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	4.5	Player 1
Korea	Shot Opponent	05:06	05:11	05:19	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	1	Elena
Korea	Shot Canada	05:15	05:20	05:25	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	2.5	Player 1
Korea	Shot Opponent	05:21	05:26	05:36	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	1.5	Elena
Korea	Shot Canada	05:32	05:37	05:44	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	2.5	Player 15
Korea	Shot Opponent	05:39	05:44	05:53	Scrimmage 2 April 29 2026	Player 19	2	Canada Save	3.5	Cassandra
Korea	Shot Canada	05:50	05:55	06:00	Scrimmage 2 April 29 2026					
Korea	Shot Opponent	05:56	06:01	06:10	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	3.5	Cassandra
Korea	Shot Canada	06:06	06:11	06:20	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	4.5	Player 1
Korea	Shot Opponent	06:15	06:20	06:28	Scrimmage 2 April 29 2026	Player 1	5	Canada Save	2	Elena
Korea	Shot Canada	06:24	06:29	06:35	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	5	Player 1
Korea	Shot Opponent	06:33	06:38	06:55	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	06:51	06:56	07:01	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3	Player 15
Korea	Shot Opponent	06:56	07:01	07:08	Scrimmage 2 April 29 2026	Player 1	4	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	07:03	07:08	07:18	Scrimmage 2 April 29 2026	Florinda	4	Opponent Save	4.5	Player 1
Korea	Shot Opponent	07:13	07:18	07:39	Scrimmage 2 April 29 2026	Player 19	4	Canada Ball Control Save	1.5	Elena
Korea	Shot Canada	07:35	07:40	07:47	Scrimmage 2 April 29 2026	Elena	1	Opponent Save	4.5	Player 1
Korea	Shot Opponent	07:43	07:48	07:55	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	2	Elena
Korea	Shot Canada	07:51	07:56	08:01	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	3.5	Player 15
Korea	Shot Opponent	07:57	08:02	08:13	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	2.5	Elena
Korea	Shot Canada	08:09	08:14	08:23	Scrimmage 2 April 29 2026	Florinda	4	Goal Canada	3.5	Player 15
Korea	Shot Opponent	08:21	08:26	08:36	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	3	Elena
Korea	Shot Canada	08:32	08:37	08:53	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	4.5	Player 1
Korea	Shot Opponent	08:48	08:53	09:00	Scrimmage 2 April 29 2026	Player 19	4	Canada Save	2.5	Elena
Korea	Shot Canada	08:56	09:01	09:06	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	3	Player 15
Korea	Shot Opponent	09:01	09:06	09:16	Scrimmage 2 April 29 2026	Player 1	4	Canada Ball Control Save	1.5	Cassandra
Korea	Shot Canada	09:11	09:16	09:30	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	5	Player 1
Korea	Shot Opponent	09:26	09:31	09:47	Scrimmage 2 April 29 2026	Player 1	4	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	09:43	09:48	09:54	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3.5	Player 15
Korea	Shot Opponent	09:50	09:55	10:02	Scrimmage 2 April 29 2026	Player 19	4	Canada Save	3	Elena
Korea	Shot Canada	09:57	10:02	10:11	Scrimmage 2 April 29 2026	Florinda	4	Opponent Save	4.5	Player 1
Korea	Shot Opponent	10:07	10:12	10:29	Scrimmage 2 April 29 2026	Player 1	3	Canada Save	2	Cassandra
Korea	Shot Canada	10:25	10:30	10:35	Scrimmage 2 April 29 2026	Cassandra	2	Opponent Save	3.5	Player 15
Korea	Shot Opponent	10:31	10:36	10:46	Scrimmage 2 April 29 2026	Player 19	3	Canada Save	2	Cassandra
Korea	Shot Canada	10:41	10:46	10:53	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	3	Player 15
Korea	Shot Opponent	10:49	10:54	11:03	Scrimmage 2 April 29 2026	Player 1	4	Canada Save	2	Cassandra
Korea	Shot Canada	11:02	11:07	11:20	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	2.5	Player 19
Korea	Shot Opponent	11:16	11:21	11:27	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	11:22	11:27	11:32	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3	Player 15
Korea	Shot Opponent	11:28	11:33	11:45	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	4	Elena
Korea	Shot Canada	11:40	11:45	11:50	Scrimmage 2 April 29 2026	Elena	3	Opponent Save	1	Player 19
Korea	Shot Opponent	11:46	11:51	11:58	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	3.5	Elena
Korea	Shot Canada	11:53	11:58	12:07	Scrimmage 2 April 29 2026	Florinda	4	Opponent Save	3.5	Player 15
Korea	Shot Opponent	12:03	12:08	12:14	Scrimmage 2 April 29 2026	Player 1	5	Canada Ball Control Save	3.5	Elena
Korea	Shot Canada	12:09	12:14	12:21	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3	Player 15
Korea	Shot Opponent	12:17	12:22	12:31	Scrimmage 2 April 29 2026	Player 19	2	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	12:27	12:32	12:41	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	3	Player 15
Korea	Shot Opponent	12:37	12:42	12:47	Scrimmage 2 April 29 2026					
Korea	Shot Canada	12:40	12:45	12:53	Scrimmage 2 April 29 2026	Cassandra	2	Opponent Save	1.5	Player 19
Korea	Shot Opponent	12:52	12:57	13:06	Scrimmage 2 April 29 2026	Player 19	2	Canada Save	3.5	Elena
Korea	Shot Canada	13:02	13:07	13:13	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	4.5	Player 1
Korea	Shot Opponent	13:09	13:14	13:23	Scrimmage 2 April 29 2026	Player 1	4	Canada Ball Control Save	2.5	Cassandra
Korea	Shot Canada	13:19	13:24	13:29	Scrimmage 2 April 29 2026	Cassandra	1	Opponent Save	3	Player 15
Korea	Shot Opponent	13:24	13:29	13:40	Scrimmage 2 April 29 2026	Player 19	1	Canada Save	4.5	Florinda
Korea	Shot Opponent	13:50	13:55	14:02	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	4.5	Florinda
Korea	Shot Canada	13:58	14:03	14:09	Scrimmage 2 April 29 2026	Florinda	5	Canada Out	6	
Korea	Shot Opponent	14:15	14:20	14:31	Scrimmage 2 April 29 2026	Player 19	5	Canada Ball Control Save	2.5	Cassandra
Korea	Shot Canada	14:26	14:31	14:37	Scrimmage 2 April 29 2026	Florinda	5	Opponent Save	4.5	Player 1
Korea	Shot Opponent	14:33	14:38	14:43	Scrimmage 2 April 29 2026	Player 19	1	Canada Ball Control Save	4	Florinda
Korea	Shot Canada	14:39	14:44	14:51	Scrimmage 2 April 29 2026	Florinda	4	Opponent Save	3	Player 15
Korea	Shot Opponent	14:46	14:51	15:00	Scrimmage 2 April 29 2026	Player 1	4	Opponent Out	0	
Korea	Shot Canada	14:58	15:03	15:12	Scrimmage 2 April 29 2026	Florinda	1	Canada Out	6	
Korea	T-END	15:14	15:14	15:14	Scrimmage 2 April 29 2026					
Korea	@@@P2	18:01	18:01	18:01	Scrimmage 2 April 29 2026					
Korea	T-START	18:01	18:01	18:01	Scrimmage 2 April 29 2026					
Korea	Shot Opponent	18:02	18:07	18:14	Scrimmage 2 April 29 2026	Player 6	5	Canada Ball Control Save	1	Amy
Korea	Shot Canada	18:10	18:15	18:32	Scrimmage 2 April 29 2026	Amy	1	Opponent Save	4	Player 15
Korea	Shot Opponent	18:27	18:32	18:37	Scrimmage 2 April 29 2026	Player 6	4	Canada Ball Control Save	1	Amy
Korea	Shot Canada	18:33	18:38	18:50	Scrimmage 2 April 29 2026	Emma	1	Opponent Save	4	Player 15
Korea	Shot Opponent	18:46	18:51	18:57	Scrimmage 2 April 29 2026	Player 12	2	Canada Save	4	Emma
Korea	Shot Canada	18:52	18:57	19:07	Scrimmage 2 April 29 2026	Meghan	3	Canada Out	6	
Korea	Shot Opponent	19:04	19:09	19:23	Scrimmage 2 April 29 2026	Player 6	5	Canada Save	2	Amy
Korea	Shot Canada	19:19	19:24	19:29	Scrimmage 2 April 29 2026	Amy	2	Opponent Save	3	Player 15
Korea	Shot Opponent	19:23	19:28	19:38	Scrimmage 2 April 29 2026	Player 12	2	Canada Ball Control Save	5	Emma
Korea	Shot Canada	19:34	19:39	19:46	Scrimmage 2 April 29 2026	Emma	5	Opponent Save	2.5	Player 15
Korea	Shot Opponent	19:42	19:47	19:57	Scrimmage 2 April 29 2026	Player 6	4	Canada Save	4.5	Emma
